name,salary_from,salary_to,salary_currency,area_name,published_at
Системный аналитик,160000,,RUR,Екатеринбург,2022-12-01T16:57:06+0300
Фрезеровщик-универсал,105000,115000,RUR,Казань,2022-12-01T16:32:51+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Краснодар,2022-12-01T17:36:03+0300
Механик,130000,140000,RUR,Мирный (Архангельская область),2022-12-01T16:24:57+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Екатеринбург,2022-12-01T17:36:03+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Саратов,2022-12-01T16:08:10+0300
Выездной мастер по ремонту холодильников,50000,,RUR,Хабаровск,2022-12-01T16:32:10+0300
Механик-наладчик,31000,35000,RUR,Энгельс,2022-12-01T16:12:03+0300
Аналитик отдела продаж,30000,40000,RUR,Новороссийск,2022-12-01T17:53:54+0300
Оператор на листогибочный пресс с ЧПУ,110000,,RUR,Новороссийск,2022-12-01T16:42:50+0300
Токарь на завод,100000,,RUR,Ишимбай,2022-12-01T16:32:14+0300
Инженер (техник) по обслуживанию и ремонту систем пожарной автоматики,65000,95000,RUR,Москва,2022-12-01T17:07:11+0300
Ученик мастера по ремонту бытовой техники,80000,120000,RUR,Ижевск,2022-12-01T16:22:57+0300
Выездной мастер по ремонту холодильников,50000,,RUR,Ижевск,2022-12-01T16:22:19+0300
Мастер по ремонту бытовой техники,50000,,RUR,Хабаровск,2022-12-01T16:31:25+0300
Программист 1C,50000,100000,RUR,Москва,2022-12-01T17:18:05+0300
Токарь на завод,100000,,RUR,Кумертау,2022-12-01T16:32:14+0300
Фрезеровщик,100000,125000,RUR,Тольятти,2022-12-01T16:50:06+0300
Системный администратор,1000,,BYR,Минск,2022-12-01T16:51:42+0300
Токарь (г. Арзамас),110000,,RUR,Чайковский,2022-12-01T16:13:47+0300
Фрезеровщик (Нижний Новгород),96000,,RUR,Кстово,2022-12-01T16:21:27+0300
Ведущий программист 1С,150000,,RUR,Иркутск,2022-12-01T16:55:07+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Калуга,2022-12-01T16:08:10+0300
Программист 1C (senior),160000,230000,RUR,Екатеринбург,2022-12-01T16:55:07+0300
Графический дизайнер,50000,70000,RUR,Москва,2022-12-01T16:35:03+0300
Наладчик станков с ЧПУ (карусельная группа),155000,,RUR,Воронеж,2022-12-01T16:08:10+0300
Слесарь-сборщик механических машин,34000,,RUR,Ставрополь,2022-12-01T16:23:34+0300
Аналитик-Менеджер по работе с корпоративными клиентами,32500,43000,RUR,Пермь,2022-12-01T16:34:34+0300
Наладчик автоматических линий и агрегатных станков,42000,45000,RUR,Ульяновск,2022-12-01T17:37:58+0300
Выездной мастер по ремонту холодильников,50000,,RUR,Калининград,2022-12-01T16:24:23+0300
Оператор на листогибочный пресс с ЧПУ,110000,,RUR,Канаш,2022-12-01T16:42:50+0300
Механик по ремонту оборудования,,80400,RUR,Сосновый Бор (Ленинградская область),2022-12-01T16:33:29+0300
Консультант 1C по бюджетному учету,60000,,RUR,Краснодар,2022-12-01T17:40:50+0300
Инженер-программист микроконтроллеров,50000,50000,RUR,Рязань,2022-12-01T17:08:45+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000,140000,RUR,Томск,2022-12-01T17:19:09+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Ростов-на-Дону,2022-12-01T17:36:03+0300
Ученик мастера по ремонту бытовой техники,60000,,RUR,Калуга,2022-12-01T16:13:48+0300
Middle / Senior Битрикс разработчик,1000,2000,USD,Таджикистан,2022-12-01T17:30:17+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Москва,2022-12-01T17:36:03+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Чебоксары,2022-12-01T17:36:03+0300
Наладчик станков с ЧПУ (Курган),75000,,RUR,Москва,2022-12-01T16:43:01+0300
Станочник широкого профиля (Курган),75000,,RUR,Москва,2022-12-01T16:45:37+0300
Системный администратор,55000,,RUR,Санкт-Петербург,2022-12-01T16:37:05+0300
Middle / Senior Node.js разработчик,1500,2500,USD,Таджикистан,2022-12-01T17:27:37+0300
Сборщик-клейщик конструкций,37000,,RUR,Ставрополь,2022-12-01T16:11:45+0300
Руководитель отдела разработки (Laravel),180000,,RUR,Москва,2022-12-01T16:48:34+0300
Мастер по ремонту бытовой техники,50000,,RUR,Новороссийск,2022-12-01T16:18:00+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,60000,80000,RUR,Пермь,2022-12-01T17:36:03+0300
Монтажник РЭА и приборов,40000,,RUR,Рязань,2022-12-01T16:11:41+0300
Технический специалист,50000,,RUR,Северодвинск,2022-12-01T16:35:59+0300
Специалист технической поддержки со знанием английского языка,26500,,RUR,Алматы,2022-12-01T17:26:11+0300
Инженер технической поддержки,45000,60000,RUR,Омск,2022-12-01T16:26:43+0300
Токарь-расточник (г. Н. Новгород),120000,,RUR,Заволжье,2022-12-01T16:19:03+0300
Выездной мастер по ремонту холодильников,50000,,RUR,Ульяновск,2022-12-01T16:28:15+0300
Оператор станка с ЧПУ,50000,,RUR,Бавлы,2022-12-01T16:23:27+0300
Сервис-инженер сети интернет,60000,,RUR,Красное Село,2022-12-01T16:46:23+0300
Разработчик кастомной конфигурации 1С (Middle),90000,,RUR,Новосибирск,2022-12-01T16:55:07+0300
Наладчик АПНС,50000,,RUR,Ковров,2022-12-01T16:33:32+0300
Станочник широкого профиля (Курган),75000,,RUR,Москва,2022-12-01T16:41:23+0300
Lead SDET / Ведущий инженер автоматизированного тестирования,300000,350000,RUR,Москва,2022-12-01T16:57:32+0300
Наладчик станков с ЧПУ,50000,,RUR,Тольятти,2022-12-01T16:45:10+0300
Главный инженер проекта (энергетика),80000,100000,RUR,Ростов-на-Дону,2022-12-01T16:38:00+0300
Токарь (3-5 разряда),25000,35200,RUR,Киров (Кировская область),2022-12-01T17:40:50+0300
Разработчик кастомной конфигурации 1С (Senior),160000,,RUR,Новосибирск,2022-12-01T16:55:07+0300
Ученик мастера по ремонту бытовой техники,60000,,RUR,Калининград,2022-12-01T16:25:30+0300
Инженер по нагрузочному тестированию,130000,,RUR,Санкт-Петербург,2022-12-01T16:38:40+0300
Автор студенческих работ (по журналистике),70000,150000,RUR,Москва,2022-12-01T17:37:58+0300
Автор студенческих работ (технический писатель),70000,150000,RUR,Москва,2022-12-01T17:38:01+0300
Главный специалист отдела бизнес-приложений (Программист 1С),98600,147900,RUR,Краснодар,2022-12-01T17:38:16+0300
Специалист 1С в отдел технической поддержки,,70000,RUR,Ижевск,2022-12-01T16:47:05+0300
Ведущий программист 1С/ Программист 1С (удаленно),100000,120000,RUR,Самара,2022-12-01T16:42:41+0300
Middle / Senior Node.js разработчик,1500,2500,USD,Бишкек,2022-12-01T17:27:37+0300
Middle / Senior Битрикс разработчик,1000,2000,USD,Ташкент,2022-12-01T17:30:17+0300
Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
Системный аналитик,50000,,RUR,Волгоград,2022-12-01T18:41:23+0300
Разработчик баз данных,60000,100000,RUR,Брянск,2022-12-01T18:36:23+0300
Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
"Digital-специалист (универсал, аналитик)",80000,100000,RUR,Екатеринбург,2022-12-01T18:00:38+0300
Оператор по обслуживанию кофейных аппаратов,57000,57000,RUR,Калининград,2022-12-01T18:00:16+0300
Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
